kode_barang,Nama Produk,cabang,stok,harga_jual,kategori
1002154,A La Carte Series 60ml - Cream Poundcake 6mg,Pandaan,1,150000,liquid
1002174,LCV 60ml Cake Lady - Perfect Strawberry Shortcake 3mg,Pandaan,4,90000,liquid
1002175,LCV 60ml Cake Lady - Perfect Strawberry Shortcake 6mg,Pandaan,1,90000,liquid
1002176,LCV 60ml Cake Lady - Steamed Banana Cake 3mg,Pandaan,1,90000,liquid
1002177,LCV 60ml Cake Lady - Steamed Banana Cake 6mg,Pandaan,2,90000,liquid
1002264,Proven by Suicide Bunny 60ml - 3mg,Pandaan,1,190000,liquid
1002265,Proven by Suicide Bunny 60ml - 6mg,Pandaan,1,190000,liquid
1002270,Nikmat 30ml - V1 Puff Pastry Rolls Cream 15mg,Pandaan,1,95000,liquid
1002308,Foom Salt 30ml - Fresh Cola 30mg,Pandaan,1,110000,liquid
1002309,Foom Salt 30ml - Iced Cappucino 30mg,Pandaan,1,110000,liquid
1002449,Blondies 60ml - V3 Blueberry Cheese Cream Bake 6mg,Pandaan,1,150000,liquid
1002450,The O Rama 60ml - V1 Kaya Toast 3mg,Pandaan,1,155000,liquid
1002456,Foom Salt Bubblegum Series 30ml - Pink Gummy 30mg,Pandaan,1,110000,liquid
1002457,Foom Salt Bubblegum Series 30ml - Purple Gummy 30mg,Pandaan,1,110000,liquid
1002458,Foom Salt Bubblegum Series 30ml - Yellow Gummy 30mg,Pandaan,1,110000,liquid
1002592,Foom Salt 30ml - Barbados 30mg,Pandaan,1,110000,liquid
1002593,Foom Salt 30ml - Bora Bora 30mg,Pandaan,1,110000,liquid
1002594,Foom Salt 30ml - Ibiza 30mg,Pandaan,1,110000,liquid
1002656,Foom Salt 30ml - Icy Honeydew 30mg,Pandaan,1,110000,liquid
1002707,Melds V3 60ml - Caramel Doffle 3mg,Pandaan,1,145000,liquid
1002713,Nikmat 60ml - V2 Blueberry Rolls Pastry 3mg,Pandaan,1,145000,liquid
1002735,Miru Fruity Ice 60ml - Grape Berry Pouch 3mg,Pandaan,1,90000,liquid
1002781,Soonix 60ml - Green Naple 3mg,Pandaan,1,135000,liquid
1002782,Ketan Jinak 60ml - 3mg,Pandaan,1,130000,liquid
1002783,Ketan Jinak 60ml - 6mg,Pandaan,1,130000,liquid
1002798,Monster Vape Labs 60ml - Grape 3mg,Pandaan,1,200000,liquid
1002850,Foom Salt 30ml - Icy Berry 30mg,Pandaan,1,110000,liquid
1002851,Foom Salt 30ml - Icy Mango 30mg,Pandaan,1,110000,liquid
1002863,Foom Salt Zodiac Series 30ml - Gemini 30mg,Pandaan,1,110000,liquid
1002869,Foom Salt 30ml - Icy Menthol 50mg,Pandaan,2,110000,liquid
1002979,Hanna Pods Friendly Series 30ml - Mango 15mg,Pandaan,1,75000,liquid
1002984,Supreme Hook 60ml - Banana Melon 6mg,Pandaan,1,155000,liquid
1003016,Foom Salt 30ml - Strawberry Ice Cream 30mg,Pandaan,1,110000,liquid
1003093,NYC Gold Edition 60ml - Salted Caramel Cheesecake 3mg,Pandaan,1,155000,liquid
1003151,Hanna Pods Friendly Series 30ml - Lychee 15mg,Pandaan,1,75000,liquid
1003155,Mango Hanna 60ml - 3mg,Pandaan,1,100000,liquid
1003160,Hanna Pods Friendly Series 30ml - Berry 15mg,Pandaan,1,75000,liquid
1003164,Grape Yoghurt 60ml - 3mg,Pandaan,1,145000,liquid
1003215,Foom Salt 30ml - Blueberry Cheese Ice Cream 30mg,Pandaan,1,110000,liquid
1003228,American Fruity 60ml - Strawberry Smoothies 3mg,Pandaan,1,140000,liquid
1003229,American Fruity 60ml - Strawberry Smoothies 6mg,Pandaan,1,130000,liquid
1003230,American Fruity Pod Friendly 30ml - Strawberry 12mg,Pandaan,1,100000,liquid
1003252,Crackz Ice 60ml - Strawberry Cheese Ice Cream 3mg,Pandaan,1,140000,liquid
1003253,Crackz Ice 60ml - Strawberry Cheese Ice Cream 6mg,Pandaan,1,140000,liquid
1003259,Juta Freeze Salt 15ml - Double Mango 10mg,Pandaan,3,40000,liquid
1003260,Juta Freeze Salt 15ml - Purple Grape 10mg,Pandaan,4,40000,liquid
1003290,Crackz Ice Saltnic 30ml - Strawberry Cheese Ice Cream 25mg,Pandaan,1,110000,liquid
1003315,Nikmat 30ml - V2 Blueberry Rolls Pastry 15mg,Pandaan,2,95000,liquid
1003402,Bequ Series 60ml - Watermelon 3mg,Pandaan,1,135000,liquid
1003408,Foom Salt 30ml - Iced Lemon Tea 30mg,Pandaan,1,110000,liquid
1003438,LCV Ice Lady 60ml - Black Purple 3mg,Pandaan,1,90000,liquid
1003458,Lunar Ice Cream 60ml - Dark Chocolate 3mg,Pandaan,1,160000,liquid
1003484,Cendol Jinak 60ml - 3mg,Pandaan,1,125000,liquid
1003503,Hanna Pods Friendly Series 30ml - Tea 15mg,Pandaan,1,75000,liquid
1003527,Morning Astro 15ml - White Chocolate 3mg,Pandaan,1,0,liquid
1003553,The O Rama Pods Friendly 30ml - V1 Kaya Toast 15mg,Pandaan,1,95000,liquid
1003750,Foom Salt BW Series 30ml - Matcha Latte 30mg,Pandaan,1,110000,liquid
1003804,Hanna Pods Friendly Series 30ml - Apple 15mg,Pandaan,2,75000,liquid
1003821,Soonix Saltnic Series 30ml - Magenta Squash 30mg,Pandaan,1,115000,liquid
1003822,Soonix Saltnic Series 30ml - Purple Berry 30mg,Pandaan,1,115000,liquid
1003825,Juragan Molen 30ml,Pandaan,2,0,liquid
1003827,Lunar Ice Cream 60ml - Japanese Ice Cream 6mg,Pandaan,1,160000,liquid
1003896,Crackz Ice 60ml - V4 Pudding Ice Cream 6mg,Pandaan,2,140000,liquid
1003897,Crackz Ice Saltnic 30ml - V4 Pudding Ice Cream 25mg,Pandaan,1,110000,liquid
1003901,LCV 60ml Creamy - Strawberry Stick 3mg,Pandaan,1,90000,liquid
1003902,LCV 60ml Creamy - Strawberry Stick 6mg,Pandaan,1,90000,liquid
1003903,LCV 60ml Creamy - Roti Eropa 3mg,Pandaan,2,90000,liquid
1003920,Ox Passion 30ml - Ice Strawberry 30mg,Pandaan,1,100000,liquid
1003929,Monster Vape Labs 60ml - Strawberry 3mg,Pandaan,1,200000,liquid
1003937,Tansu Ibukota 60ml - Ketan Matcha 3mg,Pandaan,1,125000,liquid
1003972,Omnipod Pods Friendly 4 x 15ml - Fruity Tropical 12mg,Pandaan,2,35000,liquid
1003973,Juta Freeze Salt 15ml - Korean Banana Ice Cream Mild 10mg,Pandaan,4,40000,liquid
1003974,Juta Freeze Salt 15ml - Taro Ice Cream Mild 10mg,Pandaan,3,40000,liquid
1003979,Foom Salt 30ml - Icy Grape 30mg,Pandaan,1,110000,liquid
1003980,Foom Salt 30ml - Icy Lychee 30mg,Pandaan,1,110000,liquid
1003981,Foom Salt 30ml - Icy Strawberry 30mg,Pandaan,1,110000,liquid
1003997,Avo 60ml - Avocado Cocoa Rock 6mg,Pandaan,1,155000,liquid
1004022,Krspy 60ml - V3 Blueberry Crispy Cheese 3mg,Pandaan,1,155000,liquid
1004027,Subohm Hero57 60ml Edition - Strawberry Doughnut 6mg,Pandaan,1,155000,liquid
1004112,Monster Vape Labs 60ml - Mango 6mg,Pandaan,1,200000,liquid
1004120,Cremelands Saltnic 30ml - Blueberry Cream 30mg,Pandaan,1,100000,liquid
1004121,Cremelands Saltnic 30ml - Strawberry Cream 30mg,Pandaan,1,100000,liquid
1004124,LCV 60ml Creamy - Blue Crepes 6mg,Pandaan,2,90000,liquid
1004130,The O Rama 60ml - V4 Yubari Melon 3mg,Pandaan,1,155000,liquid
1004131,The O Rama 60ml - V4 Yubari Melon 6mg,Pandaan,1,155000,liquid
1004139,Avo Ice 60ml - Avocado Ice 3mg,Pandaan,1,155000,liquid
1004141,Grape Watermelon Saltnic 30ml - 30mg,Pandaan,2,110000,liquid
1004144,Foom Salt 30ml - Red Apple 30mg,Pandaan,1,110000,liquid
1004145,Foom Salt BW Series 30ml - Frappucino 30mg,Pandaan,1,110000,liquid
1004152,Juta Freeze Salt 15ml - Artisan Coffee 10mg,Pandaan,4,40000,liquid
1004154,Makna 60ml - Taro Cheese Milk 3mg,Pandaan,1,140000,liquid
1004167,Rex 57 60ml - Blueberry Milk Toast 3mg,Pandaan,1,155000,liquid
1004209,Jackpot 60ml - Melon Milk Soft Cake 3mg,Pandaan,1,155000,liquid
1004232,Ox Passion 30ml - Ice Cream Strawberry 30mg,Pandaan,1,100000,liquid
1004239,Crackz Ice 60ml - V5 Blueberry Ice Cream 3mg,Pandaan,1,140000,liquid
1004240,Crackz Ice 60ml - V5 Blueberry Ice Cream 6mg,Pandaan,1,140000,liquid
1004271,Foom Salt 30ml - Vanilla Ice Cream 30mg,Pandaan,1,110000,liquid
1004272,Foom Salt 30ml - Tiramisu Ice Cream 30mg,Pandaan,1,110000,liquid
1004273,Foom Salt Tea Series 30ml - Blackcurrant Lychee Tea 30mg,Pandaan,1,110000,liquid
1004275,Foom Salt Tea Series 30ml - Strawberry Grape Tea 30mg,Pandaan,1,110000,liquid
1004276,Creamsie Whimsie 60ml - V3.5 Exodus Chuzu 3mg,Pandaan,1,155000,liquid
1004287,Hanna Pods Friendly Series 30ml - Watermelon 15mg,Pandaan,1,75000,liquid
1004288,Robacks Monster 60ml - V2 Roti Selai Strawberry 3mg,Pandaan,1,155000,liquid
1004297,Rex 57 Saltnic 30ml - Blueberry Milk Toast 30mg,Pandaan,1,120000,liquid
1004300,The O Rama High Nic 30ml - V1 Kaya Toast 9mg,Pandaan,1,80000,liquid
1004315,FCK 60ml - Maui Butter Cream 3mg,Pandaan,1,145000,liquid
1004328,Luna Hero57 60ml - V1 Strawberry Crackers 3mg,Pandaan,1,155000,liquid
1004345,Ox Passion 30ml - Ice Guava 30mg,Pandaan,1,100000,liquid
1004352,Foom Salt 30ml - Mixed Berry Ice Cream 30mg,Pandaan,1,110000,liquid
1004359,Furla 60ml - V5 Banana Pudding 6mg,Pandaan,1,150000,liquid
1004381,Bolo Sponge Cookies 60ml - 3mg,Pandaan,1,160000,liquid
1004385,Premium Donuts 60ml - Matcha 3mg,Pandaan,1,145000,liquid
1004395,LCV Ice Lady 60ml - Lychee 3mg,Pandaan,1,90000,liquid
1004406,Hanna Pods Friendly Series 30ml - Matcha 15mg,Pandaan,1,75000,liquid
1004434,Juta 60ml - Taro Ice Cream 7mg,Pandaan,1,125000,liquid
1004436,Selleragoll Creamy Pods Friendly Series 15ml - Blueberry Poundcake 12mg,Pandaan,4,37000,liquid
1004453,Makna Seasalt 60ml - Caramel Latte 6mg,Pandaan,1,140000,liquid
1004458,LCV Slim Saltnic Series 15ml - Black Purple 15mg,Pandaan,2,40000,liquid
1004472,Crackz Ice 60ml - V6 Taro Ice Cream 3mg,Pandaan,1,140000,liquid
1004473,Crackz Ice 60ml - V6 Taro Ice Cream 6mg,Pandaan,1,140000,liquid
1004474,Crackz Ice Saltnic 30ml - V6 Taro Ice Cream 25mg,Pandaan,1,110000,liquid
1004492,Tokyo Wafer Taro 60ml - Crunchy Creamy Tokyo 3mg,Pandaan,1,160000,liquid
1004498,Rex 57 Saltnic 30ml - V2 Strawberry Milk Toast 30mg,Pandaan,1,120000,liquid
1004506,Parfait Saltnic 30ml - Strawberry 25mg,Pandaan,1,75000,liquid
1004507,Parfait Saltnic 30ml - Strawberry 50mg,Pandaan,1,75000,liquid
1004513,Blondies Masterpiece 60ml - Cupcorn Cheese and Milk 3mg,Pandaan,1,150000,liquid
1004515,Hanna Pods Friendly Series 30ml - Blueberry 15mg,Pandaan,1,75000,liquid
1004525,Subohm Hero57 60ml Edition - Blueberry Doughnut 9mg,Pandaan,1,155000,liquid
1004526,Subohm Hero57 60ml Edition - Strawberry Doughnut 9mg,Pandaan,1,155000,liquid
1004529,Juta Freeze Salt 15ml - Sweet Strawberry 10mg,Pandaan,4,40000,liquid
1004533,Jackpot 60ml - Bolu Susu Blueberry Cake 3mg,Pandaan,1,155000,liquid
1004543,Steam Queen 60ml - Flurry Taro 6mg,Pandaan,1,150000,liquid
1004544,Foom Salt 30ml - Green Kiwi 30mg,Pandaan,1,110000,liquid
1004545,Ox Passion 30ml - Ice Lychee 30mg,Pandaan,1,100000,liquid
1004554,American Dessert V4 60ml - Milk Cheese Taro 3mg,Pandaan,1,155000,liquid
1004555,American Dessert V4 60ml - Milk Cheese Taro 6mg,Pandaan,1,155000,liquid
1004563,The O Rama 60ml - G2 Strawberry Cheesecake 3mg,Pandaan,2,155000,liquid
1004564,The O Rama 60ml - G2 Strawberry Cheesecake 6mg,Pandaan,1,155000,liquid
1004580,Creaminal 60ml - Puff Pastry Cream 3mg,Pandaan,1,160000,liquid
1004584,Kopi Djiwa Series Pods Friendly 30ml - Coffee Bread 9mg,Pandaan,1,85000,liquid
1004590,Robacks Monster 60ml - V3 Roti Bakar Taro Cream 3mg,Pandaan,1,155000,liquid
1004592,Hanna Pods Friendly Series 30ml - Soursop 15mg,Pandaan,2,75000,liquid
1004598,Lunar Donut 60ml - Midori Cream 6mg,Pandaan,1,160000,liquid
1004609,Juta Freeze Salt 15ml - Red Apple 10mg,Pandaan,2,40000,liquid
1004629,Foom Salt Drink Series 30ml - Grape Apple Juice 30mg,Pandaan,1,110000,liquid
1004631,Crackz Ice 60ml - V7 Cookies Ice Cream 3mg,Pandaan,1,140000,liquid
1004633,Crackz Ice 60ml - V8 Matcha Ice Cream 3mg,Pandaan,1,140000,liquid
1004634,Crackz Ice 60ml - V8 Matcha Ice Cream 6mg,Pandaan,1,140000,liquid
1004637,Takis Es Poeter Saltnic Series 30ml - Alpukat 30mg,Pandaan,1,69000,liquid
1004638,Takis Es Poeter Saltnic Series 30ml - Coklat 30mg,Pandaan,1,69000,liquid
1004639,Takis Es Poeter Saltnic Series 30ml - Ketan Hitam 30mg,Pandaan,1,69000,liquid
1004640,Takis Es Poeter Saltnic Series 30ml - Strawberry 30mg,Pandaan,1,69000,liquid
1004643,Juta Freeze Salt 15ml - Lychee 10mg,Pandaan,3,40000,liquid
1004644,Hanna Pods Friendly Series 30ml - Taro 15mg,Pandaan,1,75000,liquid
1004645,Makna 60ml - Berry Dough Ice 3mg,Pandaan,1,140000,liquid
1004676,Makna 60ml - Matcha Coconut Mousse 3mg,Pandaan,1,140000,liquid
1004678,Crackz Ice 60ml - V9 Indonesia Ice Cream 6mg,Pandaan,1,140000,liquid
1004679,Juta Freeze Salt 15ml - Melon 10mg,Pandaan,3,40000,liquid
1004682,Cremelands Saltnic 30ml - Strawberry Cheesecake 30mg,Pandaan,1,100000,liquid
1004686,Suxx Xeed 60ml - Puff Strawberry Froyo 3mg,Pandaan,1,160000,liquid
1004687,Suxx Xeed 60ml - Puff Strawberry Froyo 6mg,Pandaan,1,160000,liquid
1004689,Lunar Ice Cream 60ml - Ice Cream Mocha 6mg,Pandaan,1,160000,liquid
1004700,Hanna Pods Friendly Series 15ml - Mango 15mg,Pandaan,1,40000,liquid
1004701,Hanna Pods Friendly Series 15ml - Matcha 15mg,Pandaan,2,40000,liquid
1004708,Takis Saltnic Series 30ml - Mango Peach 30mg,Pandaan,1,69000,liquid
1004709,Takis Saltnic Series 30ml - Strawberry Watermelon 30mg,Pandaan,1,69000,liquid
1004718,Bule Bolu Saltnic 30ml - 35mg,Pandaan,1,120000,liquid
1004719,Vanillalicious Saltnic 30ml - 35mg,Pandaan,1,120000,liquid
1004720,Dopamine Series Saltnic Pack 15ml - Candy 9mg,Pandaan,1,37500,liquid
1004721,Dopamine Series Saltnic Pack 15ml - Philo Creamy 9mg,Pandaan,1,37500,liquid
1004727,Yelo 60ml - Blueberry Cheese Tart 3mg,Pandaan,1,100000,liquid
1004730,Yelo 60ml - Matcha Milk Cheese 7mg,Pandaan,1,100000,liquid
1004731,Yelo 60ml - Taro Milk Cheese 3mg,Pandaan,1,95000,liquid
1004735,Besti Salt Matcha Series 30ml - Lychee Matcha 30mg,Pandaan,1,120000,liquid
1004736,Besti Salt Matcha Series 30ml - Strawberry Matcha 30mg,Pandaan,1,120000,liquid
1004737,American Fruity 60ml - Avocado Smoothies 3mg,Pandaan,1,130000,liquid
1004738,American Fruity 60ml - Avocado Smoothies 6mg,Pandaan,1,130000,liquid
1004739,American Fruity 60ml - Mango Berry 3mg,Pandaan,1,130000,liquid
1004755,Crackz Ice Pack Saltnic 15ml - V6 Taro Ice Cream 25mg,Pandaan,3,47000,liquid
1004756,Crackz Ice Pack Saltnic 15ml - V8 Matcha Ice Cream 25mg,Pandaan,2,47000,liquid
1004759,Bequ Mix Series 60ml - Banana Kiwi 3mg,Pandaan,1,135000,liquid
1004760,Bequ Mix Series 60ml - Blackcurrant Honeydew 3mg,Pandaan,1,135000,liquid
1004763,Berry Mochi 60ml - 3mg,Pandaan,1,150000,liquid
1004766,Liquid Bobon 60ml - Cream Blueberry Cheese 6mg,Pandaan,2,150000,liquid
1004771,Hanna Pods Friendly Series 30ml - Flurry 15mg,Pandaan,2,75000,liquid
1004772,Hanna Pods Friendly Bubblegum Series 30ml - Grape 15mg,Pandaan,2,75000,liquid
1004774,Hanna Pods Friendly Bubblegum Series 30ml - Melon 15mg,Pandaan,1,75000,liquid
1004775,Hanna Pods Friendly Bubblegum Series 30ml - Strawberry 15mg,Pandaan,2,75000,liquid
1004797,Grape Berry Saltnic 30ml - 30mg,Pandaan,1,110000,liquid
1004799,Soonix Saltnic Series 30ml - Ice Strawberry Smoothie 30mg,Pandaan,1,115000,liquid
1004805,Sherby 60ml - Cream Strawberry 6mg,Pandaan,1,155000,liquid
1004813,Grape Lychee Pods Friendly 30ml - 15mg,Pandaan,1,100000,liquid
1004818,Fruity Me Pods Friendly Series 30ml - Grape 12mg,Pandaan,1,75000,liquid
1004821,Crackz Ice Saltnic Fruity Series 30ml - Lychee 25mg,Pandaan,1,110000,liquid
1004822,Crackz Ice Saltnic Fruity Series 30ml - Muscat 25mg,Pandaan,1,110000,liquid
1004823,Crackz Ice Saltnic Fruity Series 30ml - Strawberry 25mg,Pandaan,1,110000,liquid
1004830,Suxx Xeed 60ml - Vanilla Vibora 3mg,Pandaan,1,160000,liquid
1004831,Suxx Xeed 60ml - Vanilla Vibora 6mg,Pandaan,1,160000,liquid
1004833,Lunar Ice Crush 60ml - Es Cendol 3mg,Pandaan,2,160000,liquid
1004834,Lunar Ice Crush 60ml - Es Cendol 6mg,Pandaan,1,160000,liquid
1004837,Crackz Ice 60ml - V10 Honeydew Ice Cream 6mg,Pandaan,1,140000,liquid
1004838,Crackz Ice Saltnic 30ml - V10 Honeydew Ice Cream 25mg,Pandaan,1,110000,liquid
1004845,The O Rama 60ml - V4 Banana Butter Toast 3mg,Pandaan,1,155000,liquid
1004846,The O Rama 60ml - V4 Banana Butter Toast 6mg,Pandaan,1,155000,liquid
1004848,Cheeze Masterpiece 60ml - Honeydew Cheese 3mg,Pandaan,1,150000,liquid
1004854,Cheesecake Jinak 60ml - 3mg,Pandaan,1,130000,liquid
1004860,Crackz Ice Saltnic Fruity Series 30ml - Blackcurrant 25mg,Pandaan,1,110000,liquid
1004861,Crackz Ice Saltnic Fruity Series 30ml - Honeydew 25mg,Pandaan,1,110000,liquid
1004862,Crackz Ice Saltnic Fruity Series 30ml - Mango 25mg,Pandaan,1,110000,liquid
1004863,Bananalicious Saltnic 30ml - 35mg,Pandaan,1,120000,liquid
1004864,Foom Salt Asian Series 30ml - Thai Mango Sticky Rice 30mg,Pandaan,1,110000,liquid
1004865,Foom Salt Asian Series 30ml - Vietnam Drip Coffee 30mg,Pandaan,1,110000,liquid
1004875,R99 Cream 60ml - Pistachio Cheesecake 3mg,Pandaan,1,155000,liquid
1004880,Makna Sachet Saltnic Series 6 x 15ml - Cool Strawberry 20mg,Pandaan,1,47000,liquid
1004883,Takis Saltnic Series 30ml - Blueberry Kiwi 30mg,Pandaan,1,69000,liquid
1004884,Takis Saltnic Series 30ml - Melon Blackberry 30mg,Pandaan,1,69000,liquid
1004890,Crackz Ice Pack Saltnic 15ml - V5 Blueberry Ice Cream 25mg,Pandaan,2,47000,liquid
1004905,Yogz 60ml - V4 Matcha Yoghurt 3mg,Pandaan,1,140000,liquid
1004906,Yogz 60ml - V4 Matcha Yoghurt 6mg,Pandaan,1,140000,liquid
1004911,Bequ Mix Series 60ml - Mango Raspberry 3mg,Pandaan,1,135000,liquid
1004913,Bequ Saltnic Mix Series 30ml - Mango Raspberry 30mg,Pandaan,1,110000,liquid
1004917,Lunar Donut 60ml - Strawberry Cream 6mg,Pandaan,1,160000,liquid
1004926,Lunar Ice Cream 60ml - Cookies and Cream 6mg,Pandaan,1,160000,liquid
1004929,Foom Salt Smoothies Series 30ml - Strawberry 30mg,Pandaan,1,110000,liquid
1004930,Takis Saltnic Series 30ml - Banana Kiwi 30mg,Pandaan,1,69000,liquid
1004931,Takis Saltnic Series 30ml - Grape Apple 30mg,Pandaan,1,69000,liquid
1004932,Takis Saltnic Series 30ml - Pineapple Mango 30mg,Pandaan,1,69000,liquid
1004934,Takis Es Poeter Saltnic Series 30ml - Jagung 30mg,Pandaan,1,69000,liquid
1004941,Furla 60ml - V3 Melon Pudding 6mg,Pandaan,1,155000,liquid
1004948,Tokyo Wafer Series 60ml - Wafer Chocolate 3mg,Pandaan,1,160000,liquid
1004950,Tokyo Wafer Series 60ml - Wafer Vanilla 3mg,Pandaan,2,160000,liquid
1004955,Foom Salt Slof Series 15ml - Matcha Latte 30mg,Pandaan,2,57500,liquid
1004969,ZLabs 60ml - Strawberry Jam Biscuit 3mg,Pandaan,1,150000,liquid
1004977,Inverse X Tonga 60ml - Green Mambo 3mg,Pandaan,2,160000,liquid
1004978,Inverse X Tonga 60ml - Green Mambo 6mg,Pandaan,2,160000,liquid
1004980,Blondies Saltnic Black Series 30ml - Honeydew Madness 30mg,Pandaan,1,110000,liquid
1004985,Juta Freeze Salt 15ml - Blackcurrant 10mg,Pandaan,3,40000,liquid
1004986,Juta Freeze Salt 15ml - Watermelon 10mg,Pandaan,1,40000,liquid
1004987,Robacks Monster Ice Cream Line 60ml - Matcha 3mg,Pandaan,1,155000,liquid
1004988,Robacks Monster Ice Cream Line 60ml - Matcha 6mg,Pandaan,1,155000,liquid
1004989,Robacks Monster Ice Cream Line 60ml - Monas 3mg,Pandaan,1,155000,liquid
1004992,Robacks Monster Ice Cream Line 60ml - Salted Caramel 6mg,Pandaan,1,155000,liquid
1004995,Crackz Ice Saltnic Bubblegum Series 30ml - Honeydew 25mg,Pandaan,1,110000,liquid
1004998,Omnipod Pods Friendly 4 x 15ml - Fruity 12mg,Pandaan,3,35000,liquid
1004999,Omnipod Pods Friendly 4 x 15ml - V2 Creamy 12mg,Pandaan,2,35000,liquid
1005001,Lunar Ice Cream 60ml - Strawberry Cheesecake 3mg,Pandaan,1,160000,liquid
1005002,Lunar Ice Cream 60ml - Strawberry Cheesecake 6mg,Pandaan,1,160000,liquid
1005005,LCV Saltnic Creamy Series 30ml - Blue Crepes 30mg,Pandaan,2,75000,liquid
1005006,LCV Saltnic Creamy Series 30ml - Cake Lady Banana 30mg,Pandaan,2,75000,liquid
1005007,LCV Saltnic Creamy Series 30ml - Cake Lady Strawberry 30mg,Pandaan,1,75000,liquid
1005008,LCV Saltnic Creamy Series 30ml - Roti Eropa 30mg,Pandaan,2,75000,liquid
1005009,LCV Saltnic Creamy Series 30ml - Roti Sisir 30mg,Pandaan,2,75000,liquid
1005010,LCV Saltnic Creamy Series 30ml - Strawberry Stick 30mg,Pandaan,2,75000,liquid
1005011,Takis Saltnic Series 30ml - Guava Strawberry 30mg,Pandaan,1,69000,liquid
1005013,Takis Saltnic Series 30ml - Markisa Kelapa 30mg,Pandaan,1,69000,liquid
1005014,Makna Ice Seasalt 60ml - Caramel Latte 3mg,Pandaan,1,140000,liquid
1005015,Makna Ice Seasalt 60ml - Caramel Latte 6mg,Pandaan,1,140000,liquid
1005016,Makna Ice Saltnic Series 30ml - Berry Dough 30mg,Pandaan,1,120000,liquid
1005017,Makna Ice Saltnic Series 30ml - Seasalt Caramel Latte 30mg,Pandaan,1,120000,liquid
1005018,Makna Ice Saltnic Series 30ml - Taro Cheese Milk 30mg,Pandaan,1,120000,liquid
1005022,Crackz 60ml - Banana Softcake 3mg,Pandaan,1,140000,liquid
1005023,Crackz 60ml - Banana Softcake 6mg,Pandaan,1,140000,liquid
1005024,Crackz Saltnic Series 30ml - Banana Softcake 25mg,Pandaan,1,110000,liquid
1005025,A La Carte 60ml - Butter Break 3mg,Pandaan,1,150000,liquid
1005026,Omnipod Pods Friendly 4 x 15ml - V1 Creamy 12mg,Pandaan,2,35000,liquid
1005028,A La Carte 60ml - Butter Break 6mg,Pandaan,1,150000,liquid
1005029,Tokyo Banana Strawberry 60ml - 3mg,Pandaan,1,160000,liquid
1005032,Paradewa Saltnic Ice Edition 30ml - Apel Zeus 30mg,Pandaan,1,125000,liquid
1005035,Suxx Xeed 60ml - Monberry Froyo 3mg,Pandaan,1,160000,liquid
1005036,Suxx Xeed 60ml - Monberry Froyo 6mg,Pandaan,1,160000,liquid
1005037,Foom Salt Tangy Milk Series 30ml - Lychee 30mg,Pandaan,1,110000,liquid
1005038,Foom Salt Tangy Milk Series 30ml - Original 30mg,Pandaan,1,110000,liquid
1005042,Hiro Ice Cream Series 60ml - Strawberry Ice Cream 6mg,Pandaan,3,115000,liquid
1005046,Takis Saltnic Warkop Series 30ml - Sari Sari Jambu 30mg,Pandaan,1,69000,liquid
1005047,Takis Saltnic Warkop Series 30ml - Sari Sari Jeruk 30mg,Pandaan,1,69000,liquid
1005048,Takis Saltnic Warkop Series 30ml - Sari Sari Mangga 30mg,Pandaan,1,69000,liquid
1005049,Takis Saltnic Warkop Series 30ml - Sari Sari Melon 30mg,Pandaan,1,69000,liquid
1005053,WD Escape Series 60ml - Mango Creme Smush 6mg,Pandaan,1,150000,liquid
1005054,WD Escape Series 60ml - Strawberry Creme Smush 3mg,Pandaan,1,150000,liquid
1005055,WD Escape Series 60ml - Strawberry Creme Smush 6mg,Pandaan,1,150000,liquid
1005058,Bequ Saltnic Mix Series 30ml - Blackcurrant Honeydew 30mg,Pandaan,1,110000,liquid
1005062,Hanna Pods Friendly Bubblegum Series 15ml - Mango 15mg,Pandaan,1,40000,liquid
1005063,Hanna Pods Friendly Bubblegum Series 15ml - Melon 15mg,Pandaan,1,40000,liquid
1005065,Foom Salt Max Series 30ml - Icy Blackcurrant 30mg,Pandaan,1,110000,liquid
1005068,Foom Salt Tangy Milk Series 30ml - Peach 30mg,Pandaan,1,110000,liquid
1005069,Hanna Pods Friendly Pudding Series 30ml - Blueberry 15mg,Pandaan,1,75000,liquid
1005070,Hanna Pods Friendly Pudding Series 30ml - Lychee 15mg,Pandaan,1,75000,liquid
1005071,Hanna Pods Friendly Pudding Series 30ml - Strawberry 15mg,Pandaan,1,75000,liquid
1005074,Liquid Bobon 60ml - Cream Mango Cheese 6mg,Pandaan,1,150000,liquid
1005080,Rata 60ml - Lottabis Crackers 6mg,Pandaan,1,150000,liquid
1005081,Rata 60ml - Lottabis Crackers 12mg,Pandaan,1,150000,liquid
1005082,Rata 60ml - Swellow Berry 3mg,Pandaan,1,150000,liquid
1005089,Lunar Biscuit Series 60ml - Biscuit Cream Vanilla 3mg,Pandaan,1,160000,liquid
1005090,Lunar Biscuit Series 60ml - Biscuit Cream Vanilla 6mg,Pandaan,1,160000,liquid
1005092,Lunar Ice Cream 60ml - Mochi Vanilla 3mg,Pandaan,1,160000,liquid
1005093,Lunar Ice Cream 60ml - Mochi Vanilla 6mg,Pandaan,1,160000,liquid
1005094,Tokyo Bun Series 60ml - Original 3mg,Pandaan,1,160000,liquid
1005097,Lunar Ice Cream 30ml - Mochi Vanilla 30mg,Pandaan,1,120000,liquid
